Entry Date,Exit Date,Ticker,Position,Weight,Entry Price,Exit Price,Return
2012-11-01,2013-05-01,HDFCBANK.NS,Long,0.08086641157880117,320.1865234375,318.6173400878906,-0.00039631345263937116
2012-12-01,2013-06-01,HDFCBANK.NS,Long,0.0636368626343608,308.6562805175781,304.5172119140625,-0.0008533678294653055
2013-01-01,2013-07-01,HDFCBANK.NS,Long,0.05736817928611605,292.48663330078125,279.65692138671875,-0.0025164131603862615
2013-03-01,2013-09-01,HDFCBANK.NS,Long,0.0601987552885202,284.4359130859375,271.99761962890625,-0.0026324727278738496
2015-02-01,2015-08-01,HDFCBANK.NS,Long,0.09793168177154138,487.49749755859375,478.78936767578125,-0.0017493460146558826
2015-05-01,2015-11-01,HDFCBANK.NS,Long,0.07416661509334842,485.90179443359375,502.2291259765625,0.002492155674091357
2015-06-01,2015-12-01,HDFCBANK.NS,Long,0.07039856321991743,493.5796813964844,504.27947998046875,0.0015260969514057751
2015-07-01,2016-01-01,HDFCBANK.NS,Long,0.07019756409325681,514.161865234375,489.2277526855469,-0.0034042080560700086
2015-08-01,2016-02-01,HDFCBANK.NS,Long,0.06778574526248049,478.78936767578125,452.8799133300781,-0.0036681927184251876
2015-09-01,2016-03-01,HDFCBANK.NS,Long,0.06727910209322283,498.05841064453125,499.153564453125,0.00014793639324514862
2015-10-01,2016-04-01,HDFCBANK.NS,Long,0.07354274712705777,512.4111328125,527.6726684570312,0.002190380311442286
2015-11-01,2016-05-01,HDFCBANK.NS,Long,0.09873750096909445,502.2291259765625,550.7628173828125,0.009541651717112819
2015-12-01,2016-06-01,HDFCBANK.NS,Long,0.10697615076596707,504.27947998046875,548.2230224609375,0.009322035125766721
2016-01-01,2016-07-01,HDFCBANK.NS,Long,0.09758122303502903,489.2277526855469,585.4927978515625,0.01920099747256148
2016-02-01,2016-08-01,HDFCBANK.NS,Long,0.09655419216274048,452.8799133300781,606.6349487304688,0.032780639628894534
2016-03-01,2016-09-01,HDFCBANK.NS,Long,0.08728116691408434,499.153564453125,598.0136108398438,0.017286504242971554
2016-04-01,2016-10-01,HDFCBANK.NS,Long,0.07604788307443312,527.6726684570312,591.5300903320312,0.009203095105124244
2016-05-01,2016-11-01,HDFCBANK.NS,Long,0.08108960971094246,550.7628173828125,563.5990600585938,0.001889898656703563
2016-06-01,2016-12-01,HDFCBANK.NS,Long,0.0803838786093577,548.2230224609375,566.699951171875,0.002709202521095486
2016-09-01,2017-03-01,HDFCBANK.NS,Long,0.08774657369929134,598.0136108398438,677.7424926757812,0.011698623708838599
2016-10-01,2017-04-01,HDFCBANK.NS,Long,0.09237091449301618,591.5300903320312,726.58056640625,0.021088928833173315
2017-01-01,2017-07-01,HDFCBANK.NS,Long,0.11602820602821237,604.4971923828125,843.9219360351562,0.04595558727947524
2017-03-01,2017-09-01,HDFCBANK.NS,Long,0.09871467657136623,677.7424926757812,853.99560546875,0.02567165141935062
2017-04-01,2017-10-01,HDFCBANK.NS,Long,0.08478393553625778,726.58056640625,855.3199462890625,0.015022465215315578
2017-05-01,2017-11-01,HDFCBANK.NS,Long,0.10923444731793042,768.7236938476562,876.6969604492188,0.01534283409855534
2017-06-01,2017-12-01,HDFCBANK.NS,Long,0.10077711154680996,776.1702880859375,885.541015625,0.014200577087716987
2017-07-01,2018-01-01,HDFCBANK.NS,Long,0.10480304769903893,843.9219360351562,948.5845336914062,0.012997599358545818
2017-08-01,2018-02-01,HDFCBANK.NS,Long,0.11405406096737106,840.1619873046875,891.1217651367188,0.006917915468163599
2017-09-01,2018-03-01,HDFCBANK.NS,Long,0.12995967177320905,853.99560546875,892.0203857421875,0.005786549640231338
2017-10-01,2018-04-01,HDFCBANK.NS,Long,0.12930161087397643,855.3199462890625,919.5457763671875,0.009709236087443325
