Entry Date,Exit Date,Ticker,Position,Weight,Entry Price,Exit Price,Return
2013-02-01,2013-08-01,AXISBANK.NS,Long,0.03289440708818509,253.84046936035156,159.5718994140625,-0.012215974557753587
2013-03-01,2013-09-01,AXISBANK.NS,Long,0.032245217365637985,245.63504028320312,193.0782470703125,-0.0068992812232189955
2013-04-01,2013-10-01,AXISBANK.NS,Long,0.026873618017569136,281.8938903808594,234.23802185058594,-0.004543147797377807
2013-05-01,2013-11-01,AXISBANK.NS,Long,0.02807004883547246,270.156982421875,221.45040893554688,-0.005060746104406645
2013-06-01,2013-12-01,AXISBANK.NS,Long,0.03136049502427038,250.26181030273438,248.9604949951172,-0.00016306879655417477
2013-07-01,2014-01-01,AXISBANK.NS,Long,0.02834016004012565,195.37303161621094,215.1284942626953,0.002865661490926242
2014-05-01,2014-11-01,AXISBANK.NS,Long,0.0167218306273679,351.7593078613281,465.72735595703125,0.005417779585634619
2014-06-01,2014-12-01,AXISBANK.NS,Long,0.025234458681265996,367.6025085449219,486.24560546875,0.008144379479325331
2014-07-01,2015-01-01,AXISBANK.NS,Long,0.027627766824243328,379.0567321777344,569.1900024414062,0.01385797219903359
2014-08-01,2015-02-01,AXISBANK.NS,Long,0.029079234563182805,384.4766540527344,548.9137573242188,0.012436919242087341
2014-09-01,2015-03-01,AXISBANK.NS,Long,0.029868568552404755,365.5552978515625,542.1871337890625,0.01443212594987092
2014-10-01,2015-04-01,AXISBANK.NS,Long,0.02993299264907106,425.2713623046875,549.5427856445312,0.008746922391299093
2014-11-01,2015-05-01,AXISBANK.NS,Long,0.04068364359851074,465.72735595703125,566.5768432617188,0.008809713550464024
2014-12-01,2015-06-01,AXISBANK.NS,Long,0.041913174614422295,486.24560546875,540.977294921875,0.004717736944439269
2015-01-01,2015-07-01,AXISBANK.NS,Long,0.03543315532602629,569.1900024414062,555.0595092773438,-0.0008796499533863852
2015-02-01,2015-08-01,AXISBANK.NS,Long,0.026580931456231673,548.9137573242188,495.3753356933594,-0.0025925768787101863
2015-03-01,2015-09-01,AXISBANK.NS,Long,0.029395789284280285,542.1871337890625,483.5701904296875,-0.0031780380021912288
2015-04-01,2015-10-01,AXISBANK.NS,Long,0.03123279005378676,549.5427856445312,463.8137512207031,-0.004872335700909821
2015-05-01,2015-11-01,AXISBANK.NS,Long,0.03326042637650699,566.5768432617188,457.2282409667969,-0.006419219527339847
2015-06-01,2015-12-01,AXISBANK.NS,Long,0.034364928138129545,540.977294921875,438.1547546386719,-0.00653167746776229
2015-07-01,2016-01-01,AXISBANK.NS,Long,0.03478322075900647,555.0595092773438,398.44659423828125,-0.009814265869631847
2015-08-01,2016-02-01,AXISBANK.NS,Long,0.04625908437580992,495.3753356933594,366.5924072265625,-0.012025993070024601
2016-09-01,2017-03-01,AXISBANK.NS,Long,0.03366625231272751,533.0952758789062,483.3160400390625,-0.003143678793543892
2016-10-01,2017-04-01,AXISBANK.NS,Long,0.03097261686138608,479.47552490234375,501.8786315917969,0.0014471705101913453
2018-09-01,2019-03-01,AXISBANK.NS,Long,0.02742502490797894,609.8322143554688,772.918212890625,0.007334210077269212
2018-10-01,2019-04-01,AXISBANK.NS,Long,0.03769088842568051,579.1542358398438,762.5761108398438,0.011936947012791764
2018-12-01,2019-06-01,AXISBANK.NS,Long,0.04644465740582461,616.4452514648438,804.043701171875,0.014134176077766075
2019-01-01,2019-07-01,AXISBANK.NS,Long,0.04911872094144376,718.6723022460938,670.3430786132812,-0.00330313223637199
2019-02-01,2019-08-01,AXISBANK.NS,Long,0.0388071447890331,705.5955200195312,661.0198364257812,-0.00245162413622595
2019-03-01,2019-09-01,AXISBANK.NS,Long,0.030898832856546536,772.918212890625,682.0283203125,-0.003633491296081501
2019-04-01,2019-10-01,AXISBANK.NS,Long,0.03902662283335805,762.5761108398438,733.155517578125,-0.0015056679332561404
2019-05-01,2019-11-01,AXISBANK.NS,Long,0.037179906141464734,803.7952270507812,735.8438720703125,-0.003143120182025626
2019-06-01,2019-12-01,AXISBANK.NS,Long,0.057367860721955315,804.043701171875,750.8285522460938,-0.0037968573690993226
