Entry Date,Exit Date,Ticker,Position,Weight,Entry Price,Exit Price,Return
2013-01-01,2013-07-01,BAJAJ-AUTO.NS,Long,0.05266254653247075,1494.4569091796875,1426.3377685546875,-0.002400422113799909
2013-02-01,2013-08-01,BAJAJ-AUTO.NS,Long,0.05832097922126035,1454.536376953125,1387.3045654296875,-0.0026957215680501667
2013-03-01,2013-09-01,BAJAJ-AUTO.NS,Long,0.06620490620616787,1326.6654052734375,1500.9244384765625,0.008696090892950167
2013-04-01,2013-10-01,BAJAJ-AUTO.NS,Long,0.03743840747820682,1386.2698974609375,1608.5030517578125,0.006001757234267623
2014-02-01,2014-08-01,BAJAJ-AUTO.NS,Long,0.07337989185973112,1469.885986328125,1742.8577880859375,0.013627343535522874
2014-03-01,2014-09-01,BAJAJ-AUTO.NS,Long,0.08884746681461891,1573.5372314453125,1814.54150390625,0.013607951989789757
2015-11-01,2016-05-01,BAJAJ-AUTO.NS,Long,0.021129692952568717,1950.9742431640625,2106.665283203125,0.0016861851882556257
2015-12-01,2016-06-01,BAJAJ-AUTO.NS,Long,0.027883959834252885,1992.484130859375,2164.2724609375,0.002404103913151761
2016-01-01,2016-07-01,BAJAJ-AUTO.NS,Long,0.02672247737813953,1842.9298095703125,2173.0029296875,0.004786059371148804
2016-02-01,2016-08-01,BAJAJ-AUTO.NS,Long,0.02272568210709667,1732.1707763671875,2400.951904296875,0.008774254548059544
2016-03-01,2016-09-01,BAJAJ-AUTO.NS,Long,0.035246401517235404,1893.293212890625,2279.312255859375,0.007186304841289005
2016-05-01,2016-11-01,BAJAJ-AUTO.NS,Long,0.049767942691113176,2106.665283203125,2164.483642578125,0.0013659031735188745
2016-06-01,2016-12-01,BAJAJ-AUTO.NS,Long,0.054917739853823394,2164.2724609375,2121.80126953125,-0.001077693258602034
2016-07-01,2017-01-01,BAJAJ-AUTO.NS,Long,0.059135400456160406,2173.0029296875,2284.028076171875,0.0030214025063470943
2016-09-01,2017-03-01,BAJAJ-AUTO.NS,Long,0.06705766483696766,2279.312255859375,2261.45751953125,-0.0005252886792347003
2016-10-01,2017-04-01,BAJAJ-AUTO.NS,Long,0.06280742926188165,2295.837158203125,2308.654296875,0.0003506396468918463
2016-11-01,2017-05-01,BAJAJ-AUTO.NS,Long,0.09284949113444797,2164.483642578125,2294.10400390625,0.005560302860798958
2017-01-01,2017-07-01,BAJAJ-AUTO.NS,Long,0.06175044650692738,2284.028076171875,2263.956298828125,-0.000542655857033751
2019-03-01,2019-09-01,BAJAJ-AUTO.NS,Long,0.0691545377789414,2443.347412109375,2524.385009765625,0.002293622912918347
2019-05-01,2019-11-01,BAJAJ-AUTO.NS,Long,0.08185737920541204,2455.76904296875,2725.35400390625,0.008985990941908759
2019-06-01,2019-12-01,BAJAJ-AUTO.NS,Long,0.09014436490362598,2372.80224609375,2733.07666015625,0.013687069076302153
2019-11-01,2020-05-01,BAJAJ-AUTO.NS,Long,0.028206025591522757,2725.35400390625,2430.35302734375,-0.003053109828125032
2019-12-01,2020-06-01,BAJAJ-AUTO.NS,Long,0.041108716806477444,2733.07666015625,2533.96044921875,-0.0029949441398180758
2020-01-01,2020-07-01,BAJAJ-AUTO.NS,Long,0.03440060761979874,2728.8291015625,2694.36962890625,-0.000434408588267428
2020-02-01,2020-08-01,BAJAJ-AUTO.NS,Long,0.03763978398695057,2479.934814453125,2660.342041015625,0.002738172389823398
2020-03-01,2020-09-01,BAJAJ-AUTO.NS,Long,0.028159507929382547,1735.3966064453125,2583.32080078125,0.013758888305553786
2020-05-01,2020-11-01,BAJAJ-AUTO.NS,Long,0.011152084372160018,2430.35302734375,2845.544189453125,0.0019051746056331312
2020-06-01,2020-12-01,BAJAJ-AUTO.NS,Long,0.011413645676180674,2533.96044921875,3088.086181640625,0.0024959327095524847
2020-07-01,2021-01-01,BAJAJ-AUTO.NS,Long,0.010537292728015483,2694.36962890625,3591.776123046875,0.0035096279379531656
2022-06-01,2022-12-01,BAJAJ-AUTO.NS,Long,0.05929933666295892,3438.436279296875,3480.423828125,0.0007241180558159333
2022-07-01,2023-01-01,BAJAJ-AUTO.NS,Long,0.04709479554169544,3767.631591796875,3675.039794921875,-0.0011573827314115505
2022-08-01,2023-02-01,BAJAJ-AUTO.NS,Long,0.05054496575370788,3931.640625,3523.880126953125,-0.005242147585524597
2022-09-01,2023-03-01,BAJAJ-AUTO.NS,Long,0.13965944663336968,3395.435546875,3739.045654296875,0.014133208184245488
2022-10-01,2023-04-01,BAJAJ-AUTO.NS,Long,0.04356380282894235,3534.130859375,4265.7216796875,0.009018024378756088
2023-05-01,2023-11-01,BAJAJ-AUTO.NS,Long,0.01909315621217171,4395.8505859375,6041.44921875,0.0071475750016022
2023-06-01,2023-12-01,BAJAJ-AUTO.NS,Long,0.02259726721869391,4515.5849609375,6742.4521484375,0.011143874676655731
2023-07-01,2024-01-01,BAJAJ-AUTO.NS,Long,0.04942513085605176,4891.64404296875,7605.73583984375,0.027423161014486046
2023-08-01,2024-02-01,BAJAJ-AUTO.NS,Long,0.04772538669114911,4576.6044921875,7845.5869140625,0.034089345154661395
2023-09-01,2024-03-01,BAJAJ-AUTO.NS,Long,0.035343996150843854,5022.8779296875,9074.400390625,0.02850895368531113
2023-10-01,2024-04-01,BAJAJ-AUTO.NS,Long,0.036470446924542106,5271.208984375,8831.87109375,0.02463551319272656
2023-11-01,2024-05-01,BAJAJ-AUTO.NS,Long,0.027621883884039952,6041.44921875,9011.5107421875,0.013579307142768563
2023-12-01,2024-06-01,BAJAJ-AUTO.NS,Long,0.03799717316551192,6742.4521484375,9425.05078125,0.015117818049055595
2024-01-01,2024-07-01,BAJAJ-AUTO.NS,Long,0.039823789012481035,7605.73583984375,9664.2001953125,0.010778161628025244
2024-02-01,2024-08-01,BAJAJ-AUTO.NS,Long,0.044010372243796815,7845.5869140625,10891.5498046875,0.017086543317354378
2024-03-01,2024-09-01,BAJAJ-AUTO.NS,Long,0.054310163601249975,9074.400390625,12345.9501953125,0.01958018133140562
2024-04-01,2024-10-01,BAJAJ-AUTO.NS,Long,0.050765761051353844,8831.87109375,9836.2998046875,0.005773475109782422
2024-05-01,2024-11-01,BAJAJ-AUTO.NS,Long,0.04197792334035531,9011.5107421875,9033.650390625,0.00010313214859090068
2024-06-01,2024-12-01,BAJAJ-AUTO.NS,Long,0.0632621004789823,9425.05078125,8798.599609375,-0.0042048173426474005
2024-07-01,2025-01-01,BAJAJ-AUTO.NS,Long,0.06291679267390879,9664.2001953125,8847.7998046875,-0.005315007251274176
2024-08-01,2025-02-01,BAJAJ-AUTO.NS,Long,0.055298129913585334,10891.5498046875,7902.89990234375,-0.01517385069431546
2024-09-01,2025-03-01,BAJAJ-AUTO.NS,Long,0.0625338674709207,12345.9501953125,7878.85009765625,-0.022626451675808183
2024-10-01,2025-04-01,BAJAJ-AUTO.NS,Long,0.04095636417542826,9836.2998046875,8030.0,-0.007521067279337216
2024-11-01,2025-05-01,BAJAJ-AUTO.NS,Long,0.011721152962387788,9033.650390625,8607.0,-0.000553578484193712
2024-12-01,2025-06-01,BAJAJ-AUTO.NS,Long,0.00929492697806805,8798.599609375,8637.0,-0.00017071541330560043
