Entry Date,Exit Date,Ticker,Position,Weight,Entry Price,Exit Price,Return
2012-11-01,2013-05-01,LT.NS,Long,0.025391247064567517,612.0556030273438,514.021728515625,-0.004066954564441186
2012-12-01,2013-06-01,LT.NS,Long,0.02506598064123682,589.7627563476562,516.6455078125,-0.0031076149122620193
2013-01-01,2013-07-01,LT.NS,Long,0.025214084778106976,565.7999877929688,466.30743408203125,-0.00443374644429272
2013-02-01,2013-08-01,LT.NS,Long,0.03229447508880017,501.93023681640625,398.8232421875,-0.006633962302498663
2013-12-01,2014-06-01,LT.NS,Long,0.027092232491096324,598.3589477539062,951.3921508789062,0.015984481642735648
2014-03-01,2014-09-01,LT.NS,Long,0.017228023792821966,711.0980834960938,823.1605834960938,0.0027149776677660195
2014-04-01,2014-10-01,LT.NS,Long,0.027254813739082957,723.509765625,934.4769287109375,0.007947191604252874
2014-05-01,2014-11-01,LT.NS,Long,0.029105436109657278,864.0632934570312,925.388671875,0.0020657073352850466
2014-06-01,2014-12-01,LT.NS,Long,0.04791652833602716,951.3921508789062,843.7078857421875,-0.005423479831109724
2014-07-01,2015-01-01,LT.NS,Long,0.04782045890809516,840.2464599609375,959.9352416992188,0.006811778140834453
2014-08-01,2015-02-01,LT.NS,Long,0.03184286050135207,853.4407958984375,992.9011840820312,0.005203427944547261
2014-09-01,2015-03-01,LT.NS,Long,0.02875875758791318,823.1605834960938,970.7169799804688,0.005155177157556744
2014-11-01,2015-05-01,LT.NS,Long,0.024220380582003178,925.388671875,933.91259765625,0.00022309839394977273
2014-12-01,2015-06-01,LT.NS,Long,0.02435353586953794,843.7078857421875,1006.3641967773438,0.004695056632920748
2015-07-01,2016-01-01,LT.NS,Long,0.031474657980452514,1011.1338500976562,628.2340087890625,-0.01191893787829729
2016-11-01,2017-05-01,LT.NS,Long,0.06852573713520867,798.2315673828125,1016.4139404296875,0.01873028899617046
2016-12-01,2017-06-01,LT.NS,Long,0.045480064824885855,778.80615234375,974.2149047851562,0.011411315513674306
2017-01-01,2017-07-01,LT.NS,Long,0.039035604716954594,834.8887939453125,1033.862060546875,0.009303085441590656
2017-02-01,2017-08-01,LT.NS,Long,0.04518242385352448,848.13720703125,995.9653930664062,0.007875183052418544
2017-06-01,2017-12-01,LT.NS,Long,0.06146101022200757,974.2149047851562,1116.3544921875,0.008967264400675488
2017-07-01,2018-01-01,LT.NS,Long,0.05805675547435215,1033.862060546875,1256.7581787109375,0.012516781418198255
2017-10-01,2018-04-01,LT.NS,Long,0.05090324927298945,1084.4588623046875,1242.9176025390625,0.007437870659742972
2017-11-01,2018-05-01,LT.NS,Long,0.05075413764528387,1079.3572998046875,1215.857177734375,0.006418572973251243
2017-12-01,2018-06-01,LT.NS,Long,0.05344818446558474,1116.3544921875,1131.3043212890625,0.0007157594018218647
2018-01-01,2018-07-01,LT.NS,Long,0.07085410372302056,1256.7581787109375,1155.4368896484375,-0.005712339291834239
2018-02-01,2018-08-01,LT.NS,Long,0.06301646663188529,1169.499267578125,1215.1029052734375,0.0024572739742457915
2018-04-01,2018-10-01,LT.NS,Long,0.05039939475969234,1242.9176025390625,1165.8773193359375,-0.0031239268295991194
2018-05-01,2018-11-01,LT.NS,Long,0.05217579759841516,1215.857177734375,1287.182373046875,0.0030607615947351404
2018-06-01,2018-12-01,LT.NS,Long,0.05286803845114993,1131.3043212890625,1291.72021484375,0.007496544889850044
2018-12-01,2019-06-01,LT.NS,Long,0.08366467050501097,1291.72021484375,1395.6383056640625,0.006730770896113086
2019-04-01,2019-10-01,LT.NS,Long,0.06937501487583393,1211.748779296875,1340.74072265625,0.007385043948310779
2019-06-01,2019-12-01,LT.NS,Long,0.04933985047938644,1395.6383056640625,1181.5958251953125,-0.007567020724284394
2019-07-01,2020-01-01,LT.NS,Long,0.033426473849233605,1246.5679931640625,1246.3096923828125,-6.926284291782492e-06
2021-02-01,2021-08-01,LT.NS,Long,0.05429951373663989,1368.9456787109375,1604.895263671875,0.009358989132282612
2021-05-01,2021-11-01,LT.NS,Long,0.07112758013066572,1392.860595703125,1693.7205810546875,0.015363664376908871
2021-06-01,2021-12-01,LT.NS,Long,0.058297543990850374,1424.0357666015625,1819.591796875,0.01619337492536725
2021-07-01,2022-01-01,LT.NS,Long,0.06353029261278109,1519.7906494140625,1832.3563232421875,0.013065871096566931
