Entry Date,Exit Date,Ticker,Position,Weight,Entry Price,Exit Price,Return
2012-11-01,2013-05-01,DIVISLAB.NS,Long,0.04184053451638162,525.1069946289062,433.2388000488281,-0.007320059350955415
2012-12-01,2013-06-01,DIVISLAB.NS,Long,0.06387314479638496,489.4322204589844,439.2215270996094,-0.00655272528699203
2013-01-01,2013-07-01,DIVISLAB.NS,Long,0.041701694055868085,465.4125671386719,415.11334228515625,-0.00450688922945144
2013-02-01,2013-08-01,DIVISLAB.NS,Long,0.0486543857896215,447.5973815917969,447.5447692871094,-5.7190222168946564e-06
2013-12-01,2014-06-01,DIVISLAB.NS,Long,0.05778568094049641,549.769775390625,656.8115234375,0.011251037392069774
2014-01-01,2014-07-01,DIVISLAB.NS,Long,0.05536667621317822,592.14990234375,664.373779296875,0.00675301303655835
2014-02-01,2014-08-01,DIVISLAB.NS,Long,0.03406816604250985,641.2369995117188,713.91845703125,0.0038614801779568303
2014-03-01,2014-09-01,DIVISLAB.NS,Long,0.05665816698444591,614.836669921875,821.4111328125,0.01903616193657814
2014-04-01,2014-10-01,DIVISLAB.NS,Long,0.0837438761069963,621.7462768554688,855.6985473632812,0.031511358709609305
2014-05-01,2014-11-01,DIVISLAB.NS,Long,0.09526945781688011,574.0095825195312,788.310302734375,0.03556789650622321
2014-07-01,2015-01-01,DIVISLAB.NS,Long,0.05712229565960356,664.373779296875,794.9486083984375,0.011226713374413182
2014-08-01,2015-02-01,DIVISLAB.NS,Long,0.05241057005903165,713.91845703125,775.2613525390625,0.004503338008664671
2014-10-01,2015-04-01,DIVISLAB.NS,Long,0.05621740042390856,855.6985473632812,786.3253784179688,-0.004557655531017722
2015-05-01,2015-11-01,DIVISLAB.NS,Long,0.042542294607240703,830.3309326171875,1060.270263671875,0.011781021733933507
2015-06-01,2015-12-01,DIVISLAB.NS,Long,0.04546195264052483,857.6831665039062,1064.464111328125,0.010960534015003078
2015-09-01,2016-03-01,DIVISLAB.NS,Long,0.060631464364165694,1027.6871337890625,909.981689453125,-0.006944383381944251
2015-10-01,2016-04-01,DIVISLAB.NS,Long,0.05753762819301241,1063.54248046875,978.8651733398438,-0.004581040723282783
