Date,Return
2013-03-01,0.00789900824747931
2013-04-01,0.03141754135710582
2013-05-01,0.08770640964432462
2013-06-01,-0.027083340990701744
2013-07-01,-0.043646190777618374
2013-08-01,-0.05027130231839938
2013-09-01,0.056419906536292246
2013-10-01,0.06717556460933165
2013-11-01,-0.0033310778286758883
2013-12-01,0.05734717612936252
2014-01-01,0.007335795741525795
2014-02-01,0.050465788724933645
2014-03-01,-0.05555983882037783
2014-04-01,0.07379419151649977
2014-05-01,0.08342126363263463
2014-06-01,0.09987972026228013
2014-07-01,0.017997801672916723
2014-08-01,0.046513023214302694
2014-09-01,0.014302280721402697
2014-10-01,0.09015914330405049
2014-11-01,0.04201057940436965
2014-12-01,0.021693846281432574
2015-01-01,0.09010154641688231
2015-02-01,0.015359230806823398
2015-03-01,-0.0054138196098155855
2015-04-01,0.0004968386647925223
2015-05-01,0.08453735538079435
2015-06-01,0.038994763783238046
2015-07-01,0.07397155684784425
2015-08-01,-0.057090875508687036
2015-09-01,0.001086969986842057
2015-10-01,0.017179365839649078
2015-11-01,-0.012895776796477064
2015-12-01,0.030398721518437453
2016-01-01,-0.0407875979957363
2016-02-01,-0.08910163238168557
2016-03-01,0.09476889189014762
2016-04-01,0.036318309971218245
2016-05-01,0.009283552271333175
2016-06-01,0.05343807640356991
2016-07-01,0.09759896188583989
2016-08-01,0.0323082249033876
2016-09-01,-0.005654629870037674
2016-10-01,0.02723086112506419
2016-11-01,-0.04426340487785142
2016-12-01,-0.045670615161598
2017-01-01,0.14933768526061794
2017-02-01,0.01359413531061996
2017-03-01,0.0303421400547494
2017-04-01,0.053888770174723856
2017-05-01,0.028608340702787387
2017-06-01,-0.009876452315854121
2017-07-01,0.12191898250763444
2017-08-01,0.03536033612346038
2017-09-01,-0.010805352183854169
2017-10-01,0.0737030090587157
2017-11-01,0.03509763103726311
2017-12-01,0.05633301881825734
2018-01-01,-0.003406334856815653
2018-02-01,-0.027761850809105825
2018-03-01,-0.01969536168001184
2018-04-01,0.08995077788372326
2018-05-01,0.010611044497306831
2018-06-01,0.005889193416836905
2018-07-01,0.060489397079127157
2018-08-01,0.059781989191262805
2018-09-01,-0.06226726529860252
2018-10-01,-0.027319395421731965
2018-11-01,0.00867873111066779
2018-12-01,0.01961940472184404
2019-01-01,0.035199776424808815
2019-02-01,0.003982831734402095
2019-03-01,0.03722743102283438
2019-04-01,0.036779035862868105
2019-05-01,0.009237667317502782
2019-06-01,-0.003619015345217403
2019-07-01,-0.08258933794585448
2019-08-01,-0.011855497942868852
2019-09-01,0.03303298096159662
2019-10-01,0.06069803262567344
2019-11-01,-0.01004795260003611
2019-12-01,0.025916497031862395
2020-01-01,0.0189519665223722
2020-02-01,-0.04099093281369435
2020-03-01,-0.2544198755485592
2020-04-01,0.15185744632504586
2020-05-01,0.0053248607928273895
2020-06-01,0.012615324140361072
2020-07-01,0.08325566999895542
2020-08-01,0.030636738157042747
2020-09-01,0.024173322784923432
2020-10-01,-0.010452218924463939
2020-11-01,0.04212977993427285
2020-12-01,0.09377848345184896
2021-01-01,-0.016930275408423
2021-02-01,0.004147562484014891
2021-03-01,0.05866057860463113
2021-04-01,0.07635023804573994
2021-05-01,0.05107694423132579
2021-06-01,0.019687992234853936
2021-07-01,0.07213992485496515
2021-08-01,0.033176715705115226
2021-09-01,0.016475039917723134
2021-10-01,0.0031700962371541998
2021-11-01,-0.06269203509445538
2021-12-01,0.036016124464535434
2022-01-01,0.002545220737308382
2022-02-01,0.005425213492286617
2022-03-01,0.028115284499018726
2022-04-01,-0.07381198493243504
2022-05-01,-0.1011865554658029
2022-06-01,-0.046542802342098843
2022-07-01,0.07054111889959853
2022-08-01,0.06006212550570486
2022-09-01,-0.03987129697440142
2022-10-01,0.06939849784990465
2022-11-01,-0.015720916580192104
2022-12-01,-0.026070936786103827
2023-01-01,0.005531525543529925
2023-02-01,-0.02941889567180388
2023-03-01,-0.0002136857567175965
2023-04-01,0.06658550373180415
2023-05-01,0.03531029603212453
2023-06-01,0.03945987096907793
2023-07-01,0.018860731431006424
2023-08-01,-0.01900867301744751
2023-09-01,0.06102285724417935
2023-10-01,-0.02497017088579042
2023-11-01,0.07814308633923556
2023-12-01,0.1296851234814132
2024-01-01,0.07505149331239534
2024-02-01,0.037219447126475395
2024-03-01,0.047223674021243674
2024-04-01,0.023064140092361487
2024-05-01,0.023371732137300254
2024-06-01,0.04704719332497058
2024-07-01,0.08880793788892187
2024-08-01,-0.0016274899615788987
2024-09-01,0.022936291050382644
2024-10-01,-0.11301795284786362
2024-11-01,-0.04186808082983891
2024-12-01,-0.02124265925169827
2025-01-01,-0.042019748593318654
2025-02-01,-0.08565634405364085
2025-03-01,0.050677764839000855
2025-04-01,0.02839476509050893
2025-05-01,0.005921248818587355
2025-06-01,0.007274819266208054
