Date,Return
2013-03-01,0.01141386567400648
2013-04-01,0.030755179331477783
2013-05-01,0.08280088631494753
2013-06-01,-0.028035244696258878
2013-07-01,-0.031663806107847255
2013-08-01,-0.04996883722411688
2013-09-01,0.06101508226532856
2013-10-01,0.061733443549195716
2013-11-01,-0.010352074827254408
2013-12-01,0.0547978411170982
2014-01-01,0.008931899700671772
2014-02-01,0.054700639626868525
2014-03-01,-0.06649805338603271
2014-04-01,0.06893583256594997
2014-05-01,0.07645466722373692
2014-06-01,0.10170065111889258
2014-07-01,0.016831424264762987
2014-08-01,0.05335823992603073
2014-09-01,0.023307048592174463
2014-10-01,0.08190139158739093
2014-11-01,0.044020087162466
2014-12-01,0.031684571261967664
2015-01-01,0.09193915464994833
2015-02-01,0.014464741317793682
2015-03-01,-0.00880856656506023
2015-04-01,-0.0029006368562396636
2015-05-01,0.08401482719852427
2015-06-01,0.04492325965963892
2015-07-01,0.07338710421813589
2015-08-01,-0.060347448378254495
2015-09-01,0.013001730202158552
2015-10-01,0.013303766176451048
2015-11-01,-0.01745889896695836
2015-12-01,0.026449438838382397
2016-01-01,-0.04657403650853482
2016-02-01,-0.10118092928164295
2016-03-01,0.09960274174322353
2016-04-01,0.032925129505307155
2016-05-01,0.006299278707165753
2016-06-01,0.044903337833909845
2016-07-01,0.08757216282756015
2016-08-01,0.028577615011851666
2016-09-01,-0.006018342837902329
2016-10-01,0.01944740774268169
2016-11-01,-0.04608581352358232
2016-12-01,-0.051672851894072905
2017-01-01,0.14726841334072754
2017-02-01,0.0019113786082995427
2017-03-01,0.027504839026821458
2017-04-01,0.05024921105684982
2017-05-01,0.02924854369346954
2017-06-01,-0.01625880727508629
2017-07-01,0.11301142195133435
2017-08-01,0.025931323647763738
2017-09-01,-0.01169015643345008
2017-10-01,0.07559682379618718
2017-11-01,0.03275797205278333
2017-12-01,0.05559520925524145
2018-01-01,-0.004383674306240399
2018-02-01,-0.03370059316522119
2018-03-01,-0.02085753556618769
2018-04-01,0.08819720370709319
2018-05-01,0.019008873569384473
2018-06-01,0.007057434184062791
2018-07-01,0.060627022587318044
2018-08-01,0.0617253467759071
2018-09-01,-0.08350488037336394
2018-10-01,-0.027832850592510353
2018-11-01,0.003805160713968918
2018-12-01,0.014898579547942556
2019-01-01,0.039265092474333546
2019-02-01,0.00019492734979597573
2019-03-01,0.02788645770285003
2019-04-01,0.034194721810415954
2019-05-01,0.0009348874070924814
2019-06-01,-0.007658974564957623
2019-07-01,-0.08432144343218806
2019-08-01,-0.015418927285250817
2019-09-01,0.024293857905994587
2019-10-01,0.055580845685708716
2019-11-01,-0.01353571331213615
2019-12-01,0.02856100851008857
2020-01-01,0.020552854920263625
2020-02-01,-0.038562377124510314
2020-03-01,-0.23870629974670535
2020-04-01,0.1461062614342148
2020-05-01,-0.0034599408459445417
2020-06-01,0.00466590704980278
2020-07-01,0.07189001150925178
2020-08-01,0.029789738529521534
2020-09-01,0.018694582141726958
2020-10-01,-0.01565808477815656
2020-11-01,0.04119253846343985
2020-12-01,0.09235482194910068
2021-01-01,-0.026829835872430173
2021-02-01,-0.008450989962252157
2021-03-01,0.06498770716597271
2021-04-01,0.08590186136646391
2021-05-01,0.04322597580772455
2021-06-01,0.015120563502437937
2021-07-01,0.07152535051794219
2021-08-01,0.033876381720286085
2021-09-01,0.013760029868790208
2021-10-01,0.008702916440969861
2021-11-01,-0.05709288893765766
2021-12-01,0.029581438254919653
2022-01-01,-0.016853970797076397
2022-02-01,-0.008596962827753107
2022-03-01,0.026699598488951516
2022-04-01,-0.07162862045736884
2022-05-01,-0.09678399968359454
2022-06-01,-0.05143879816295412
2022-07-01,0.06491025514881478
2022-08-01,0.056244305713097444
2022-09-01,-0.03408844485889501
2022-10-01,0.07051712817803826
2022-11-01,-0.02745255803864851
2022-12-01,-0.03681518229576123
2023-01-01,0.00478360156596214
2023-02-01,-0.020416757128402907
2023-03-01,-0.0008336830668624283
2023-04-01,0.06679522872686718
2023-05-01,0.03563488018177656
2023-06-01,0.039271356856445165
2023-07-01,0.01025976582617449
2023-08-01,-0.023309776799805535
2023-09-01,0.060396754967407165
2023-10-01,-0.02931065905355196
2023-11-01,0.07091419683768291
2023-12-01,0.13183243099638292
2024-01-01,0.06885658399277075
2024-02-01,0.034459361366890776
2024-03-01,0.04511833756298625
2024-04-01,0.021287978109757882
2024-05-01,0.01749135317577349
2024-06-01,0.04742536033089787
2024-07-01,0.08641094442955191
2024-08-01,-0.0033913421526626957
2024-09-01,0.022953667383468334
2024-10-01,-0.11395695041244086
2024-11-01,-0.04214634675263231
2024-12-01,-0.022904700060801447
2025-01-01,-0.04072483640225758
2025-02-01,-0.07927965153241291
2025-03-01,0.061301701974121006
2025-04-01,0.027372072609314874
2025-05-01,0.004070529593713269
2025-06-01,0.0050861977611368165
